title, date, location, link, category, price
A #TechLondon Summer Party ☀️,Thu| Jul 23| 18:00,The Ministry|79-81 Borough Road|London|SE1 1DN|,https://www.eventbrite.com/e/a-techlondon-summer-party-tickets-97974222537?aff=ebdssbdestsearch,"business,science-and-tech",Free
"Public Workshop ""How to be a Productivity Ninja"" (London) 28th April 2020",Tue| Apr 28| 10:00,Lift|45 White Lion Street|London|N1 9PW|,https://www.eventbrite.co.uk/e/public-workshop-how-to-be-a-productivity-ninja-london-28th-april-2020-tickets-76267328633?aff=ebdssbdestsearch,business,From £224.24
Conference Two 2020,Mon| Apr 27| 08:30,DWF|31st Floor|20 Fenchurch Street|London|,https://www.eventbrite.co.uk/e/conference-two-2020-tickets-90124929089?aff=ebdssbdestsearch,business,From £161.22
Marketing in Recruitment - The Technicolour Transition,Thu| May 14| 09:30,Eight Members Club Moorgate|1 Dysart Street|London|EC2A 2BX|,https://www.eventbrite.co.uk/e/marketing-in-recruitment-the-technicolour-transition-tickets-95360282171?aff=ebdssbdestsearch,business,£120
Essential Kangen Workshop - London 2020!,Sat| Apr 25| 08:30,Millennium Gloucester Hotel London Kensington|4-18 Harrington Gardens|South Kensington|Kensington Suite|,https://www.eventbrite.co.uk/e/essential-kangen-workshop-london-2020-tickets-90221596223?aff=ebdssbdestsearch,"business,community",From £24.95
"Delio networking event - ""The role of technology in raising capital""",Wed| Apr 22| 18:30,The Brewery|52 Chiswell Street|London|EC1Y 4SD|,https://www.eventbrite.co.uk/e/delio-networking-event-the-role-of-technology-in-raising-capital-registration-95823814609?aff=ebdssbdestsearch,"business,science-and-tech",Free
Communicating with Humans - the PM Way by Expedia Product Mngr,Thu| Jun 11| 18:30,Product School London • London,https://www.eventbrite.com/e/communicating-with-humans-the-pm-way-by-expedia-product-mngr-tickets-92722305913?aff=ebdssbdestsearch,business,Check event for more detail
UK-East Africa Health Summit 2020,Fri| Apr 24| 13:30,House of Lords|Parliament Square|London|SW1A 0PW|,https://www.eventbrite.co.uk/e/uk-east-africa-health-summit-2020-tickets-89423671609?aff=ebdssbdestsearch,"business,health",Free
***Members Only*** ICPEM Special Event and Annual General Meeting,Thu| Apr 30| 09:30,Union Jack Club|Sandell Street|London|SE1 8UJ|,https://www.eventbrite.co.uk/e/members-only-icpem-special-event-and-annual-general-meeting-tickets-94899634361?aff=ebdssbdestsearch,business,£0 - £11.37
Digital Investments & Advice | Boring Money,Thu| Apr 23| 14:00,Aviva|Saint Helen's|1 Undershaft|London|,https://www.eventbrite.co.uk/e/digital-investments-advice-boring-money-tickets-90597488527?aff=ebdssbdestsearch,business,£254.92
Ombudsman Services Annual Conference,Wed| Jun 3| 08:00,SE1 7PB|County Hall|Belvedere Road|London|,https://www.eventbrite.co.uk/e/ombudsman-services-annual-conference-tickets-88099320439?aff=ebdssbdestsearch,"business,community",Free
Learn the Art of Doing Twice the Work in Half the Time - with Agile,Tue| Apr 21| 18:00,Charlotte Street Hotel|Vanessa Bell Room|15-17 Charlotte Street|W1T 1RJ|,https://www.eventbrite.co.uk/e/learn-the-art-of-doing-twice-the-work-in-half-the-time-with-agile-tickets-91984105937?aff=ebdssbdestsearch,business,£38.93
Trustee Leadership Programme - London Spring 2020,Thu| Apr 30| 11:00,Mindspace Shoreditch|9 Appold Street|London|EC2A 2AP|,https://www.eventbrite.co.uk/e/trustee-leadership-programme-london-spring-2020-tickets-89736112127?aff=ebdssbdestsearch,business,£173.12
The Evolution of Purpose: From Talk to Action,Tue| Apr 28| 08:45,Ketchum| • London,https://www.eventbrite.co.uk/e/the-evolution-of-purpose-from-talk-to-action-tickets-88553025483?aff=ebdssbdestsearch,business,Check event for more detail
Contagious Live / London / April,Thu| Apr 30| 18:00,Framestore|28 Chancery Lane|London|WC2A 1LB|,https://www.eventbrite.co.uk/e/contagious-live-london-april-tickets-92886166023?aff=ebdssbdestsearch,business,£35
Recruitment Technology Innovation & Social Media Showcase 17 June,Wed| Jun 17| 09:30,One Park Crescent Conference Centre • London,https://www.eventbrite.co.uk/e/recruitment-technology-innovation-social-media-showcase-17-june-registration-85224892949?aff=ebdssbdestsearch,"business,science-and-tech",Check event for more detail
Suicide Bereavement Clinician Training Workshop: working with the loved one...,Sat| May 16| 10:00,Broadway House • London,https://www.eventbrite.co.uk/e/suicide-bereavement-clinician-training-workshop-working-with-the-loved-ones-left-behind-tickets-92694725419?aff=ebdssbdestsearch,business,Check event for more detail
Energy Transition 2.0 Europe 2020 (UK VAT),Wed| Apr 29| 08:00,London|,https://www.eventbrite.co.uk/e/energy-transition-20-europe-2020-uk-vat-tickets-84138988981?aff=ebdssbdestsearch,"business,science-and-tech",£594 - £1|194
ISACA London Conference 2020 - Monday 4th May,Mon| May 4| 09:00,Park Plaza Victoria London • London,https://www.eventbrite.co.uk/e/isaca-london-conference-2020-monday-4th-may-tickets-95817774543?aff=ebdssbdestsearch,business,Check event for more detail
Master the art of negotiation,Wed| Apr 15| 18:30,The Guardian • London,https://www.eventbrite.co.uk/e/master-the-art-of-negotiation-tickets-86316788839?aff=ebdssbdestsearch,business,Check event for more detail
Patient Access 2020,Tue| Sep 22| 09:00,Royal College of Physicians|11 Saint Andrews Place|London|NW1 4LE|,https://www.eventbrite.co.uk/e/patient-access-2020-registration-76881266939?aff=ebdssbdestsearch,"business,health",£0 - £600
NLCCE Connect FREE Monthly Business Networking Event,Thu| Apr 9| 11:00 + 7 more events,Room: The Foyer|Dugdale Centre|39 London Road|London|,https://www.eventbrite.co.uk/e/nlcce-connect-free-monthly-business-networking-event-tickets-53681519871?aff=ebdssbdestsearch,business,Free
2020 Employee Engagement Summit,Fri| May 15| 08:15,Park Plaza London Riverbank • London,https://www.eventbrite.co.uk/e/2020-employee-engagement-summit-tickets-61924100652?aff=ebdssbdestsearch,business,Check event for more detail
Financial Planning Essentials Seminar for doctors/ London E,Wed| Apr 29| 19:00,DoubleTree by Hilton Hotel London - Tower of London|7 Pepys Street|London|EC3N 4AF|,https://www.eventbrite.co.uk/e/financial-planning-essentials-seminar-for-doctors-london-e-registration-93937931883?aff=ebdssbdestsearch,"business,health",Free
Starting A Professional Organising Business - London| 11 May 2020,Mon| May 11| 09:00,Friends House|173-177 Euston Road|London|NW1 2BJ|,https://www.eventbrite.co.uk/e/starting-a-professional-organising-business-london-11-may-2020-tickets-90140565859?aff=ebdssbdestsearch,business,£279 - £399
National Landlord Investment Show - Olympia London - 3rd November 2020,Tue| Nov 3| 08:30,Olympia London|Hammersmith Road|London|W14 8UX|,https://www.eventbrite.com/e/national-landlord-investment-show-olympia-london-3rd-november-2020-tickets-82803434301?aff=ebdssbdestsearch,business,Free
Newborn Life Support (NLS) - Chelsea and Westminster Hospital 21st May 2020,Thu| May 21| 08:00,Chelsea and Westminster Hospital|Fulham Road|London|SW10 9NH|,https://www.eventbrite.co.uk/e/newborn-life-support-nls-chelsea-and-westminster-hospital-21st-may-2020-tickets-59215189225?aff=ebdssbdestsearch,"business,health",£212.59
School Of Management Business Networking,Wed| Apr 15| 18:00,WeWork 15 Bishopsgate|15 Bishopsgate|London|EC2N 3AR|,https://www.eventbrite.co.uk/e/school-of-management-business-networking-tickets-92339559107?aff=ebdssbdestsearch,"business,community",Free
Raising Investment,Thu| May 14| 18:30,Google For Startups Campus| Main Event Space|4-5 Bonhill Street|London|EC2A 4BX|,https://www.eventbrite.co.uk/e/raising-investment-tickets-94649413945?aff=ebdssbdestsearch,business,Free
UK-Uganda Investment Summit 2020 | A trade & Investment Convention.,Fri| Sep 11| 09:00,Park Plaza London Riverbank • London,https://www.eventbrite.co.uk/e/uk-uganda-investment-summit-2020-a-trade-investment-convention-tickets-75383286439?aff=ebdssbdestsearch,business,Check event for more detail
Practice Growth Workshop | London,Fri| May 29| 08:30,Richmond Hill Hotel • Richmond,https://www.eventbrite.co.uk/e/practice-growth-workshop-london-tickets-86487034047?aff=ebdssbdestsearch,business,Check event for more detail
Registered Managers for Children's Homes Training,Thu| Apr 30| 10:00,Saint Peters Church Eaton Square|The Meeting Room| St Peters|119 Eaton Sq|London|,https://www.eventbrite.com/e/registered-managers-for-childrens-homes-training-tickets-97999181189?aff=ebdssbdestsearch,business,From £210
Sea: The Future 2020 - A vision for growth,Wed| May 20| 08:00,Trinity House|Trinity Square|London|EC3N 4DH|,https://www.eventbrite.co.uk/e/sea-the-future-2020-a-vision-for-growth-tickets-83522984495?aff=ebdssbdestsearch,business,£500
Stepping Up with Confidence for Women  (1 day),Tue| May 26| 09:30 + 1 more event,RADA Studios|16 Chenies Street|London|WC1E 7EY|,https://www.eventbrite.co.uk/e/stepping-up-with-confidence-for-women-1-day-tickets-29895650696?aff=ebdssbdestsearch,business,£858
Pathway to Children’s Nursing September 2020,Mon| Sep 21| 09:00,Evelina London Children’s Hospital|Becket House| 2nd Floor| Kings Cross Room|Lambeth Palace Road|London|,https://www.eventbrite.co.uk/e/pathway-to-childrens-nursing-september-2020-tickets-90315914331?aff=ebdssbdestsearch,"business,health",£0 - £800
Accelerate Your Idea: Mini-Workshop & Info Session,Thu| Jun 18| 19:00,Work.Life Soho|Waverley House| 9 Noel St|Soho|London|,https://www.eventbrite.co.uk/e/accelerate-your-idea-mini-workshop-info-session-tickets-52808592923?aff=ebdssbdestsearch,business,Free
The Office Management Show,Thu| Jun 25| 09:30,The Curtain|45 Curtain Road|London|EC2A 3PT|,https://www.eventbrite.co.uk/e/the-office-management-show-tickets-93704605999?aff=ebdssbdestsearch,business,Free
RIBA Advanced Conservation Course - London,Thu| Jul 9| 10:00,RIBA|66 Portland Place|London|W1B 1AD|,https://www.eventbrite.co.uk/e/riba-advanced-conservation-course-london-tickets-87982127913?aff=ebdssbdestsearch,business,From £321.60
Becoming a Sport Psychologist,Wed| Apr 29| 18:00,Hampstead Road|29 Hampstead Road|London|NW1 3JA|,https://www.eventbrite.co.uk/e/becoming-a-sport-psychologist-tickets-96628202555?aff=ebdssbdestsearch,"business,sports-and-fitness",£13
Tackle your inner critic: Increase your confidence in work and life,Tue| May 12| 18:30,The Guardian|Kings Place|90 York Way|London|,https://www.eventbrite.co.uk/e/tackle-your-inner-critic-increase-your-confidence-in-work-and-life-tickets-71045231199?aff=ebdssbdestsearch,business,£51.83
BC Insights: FinTech,Wed| Jun 24| 08:00,London (exact venue TBC)|.|London|,https://www.eventbrite.co.uk/e/bc-insights-fintech-tickets-86348351243?aff=ebdssbdestsearch,"business,science-and-tech",Free
EVA25 RAISING THE STANDARD OF PROJECTS FOR 25 YEARS,Wed| May 13| 09:00,Armourers Hall|Coleman Street|Moorgate|London|,https://www.eventbrite.co.uk/e/eva25-raising-the-standard-of-projects-for-25-years-tickets-63338767960?aff=ebdssbdestsearch,business,£30 - £1|542
Aesthetics Business Conference 2020,Mon| Oct 12| 09:00,Royal College of Physicians|11 Saint Andrews Place|London|NW1 4LE|,https://www.eventbrite.co.uk/e/aesthetics-business-conference-2020-tickets-74977085481?aff=ebdssbdestsearch,"business,health",£123 - £209
Gangs| knife crime and county lines Training 23 July 2020 London,Thu| Jul 23| 10:00,Amnesty International UK Human Rights Action Centre|The Annexe Meeting Room|17-25 New Inn Yard|London|,https://www.eventbrite.co.uk/e/gangs-knife-crime-and-county-lines-training-23-july-2020-london-registration-94619558647?aff=ebdssbdestsearch,business,£105.93
Introduction to Python - Data Analysis and Programming - Evening Course (8 ...,Mon| May 11| 18:00 + 2 more events,Goldsmiths| University of London|8 Lewisham Way|London|SE14 6NW|,https://www.eventbrite.co.uk/e/introduction-to-python-data-analysis-and-programming-evening-course-8-evenings-tickets-81336956025?aff=ebdssbdestsearch,"business,science-and-tech",£695
HSE Prosecutor vs Defender!,Tue| May 12| 17:00,Informa Plc|240 Blackfriars Road|London|SE1 8BF|,https://www.eventbrite.co.uk/e/hse-prosecutor-vs-defender-tickets-94604844637?aff=ebdssbdestsearch,business,Free
Investments In Property with Brighter Investments,Thu| Apr 9| 18:00,Crowne Plaza|19 New Bridge St|Blackfriars|London|,https://www.eventbrite.com/e/investments-in-property-with-brighter-investments-tickets-83550851847?aff=ebdssbdestsearch,business,Free
Advanced Trauma Life Support (ATLS) - Chelsea and Westminster Hospital 13th...,Wed| May 13| 08:00,Chelsea and Westminster Hospital|Fulham Road|London|SW10 9NH|,https://www.eventbrite.co.uk/e/advanced-trauma-life-support-atls-chelsea-and-westminster-hospital-13th-may-2020-tickets-59223315531?aff=ebdssbdestsearch,business,Check event for more detail
Newborn Life Support (NLS) - Chelsea and Westminster Hospital 11th June 202...,Thu| Jun 11| 08:00,SW10 9NH|Fulham Road|London|SW10 9NH|,https://www.eventbrite.co.uk/e/newborn-life-support-nls-chelsea-and-westminster-hospital-11th-june-2020-tickets-59215399855?aff=ebdssbdestsearch,"business,health",£212.59
RIBA London (London PM) - Designing for fire safety in residential building...,Tue| Jun 30| 18:00,RIBA|66 Portland Place|London|W1B 1AD|,https://www.eventbrite.co.uk/e/riba-london-london-pm-designing-for-fire-safety-in-residential-buildings-tickets-66566577425?aff=ebdssbdestsearch,business,£18 - £112.80
Market Abuse Fundamentals Course (MAR),Thu| Apr 9| 09:00 + 3 more events,London Stock Exchange|10 Paternoster Square|London|EC4M 7LS|,https://www.eventbrite.co.uk/e/market-abuse-fundamentals-course-mar-registration-39914269655?aff=ebdssbdestsearch,business,£0 - £862.99
JLL Beyond Culture 2020,Thu| Jun 18| 18:00,JLL|30 Warwick Street|London|W1B 5NH|,https://www.eventbrite.co.uk/e/jll-beyond-culture-2020-tickets-92186007831?aff=ebdssbdestsearch,business,Free
Business Relief Showcase 2020 | London,Thu| May 7| 08:30,London Stock Exchange|10 Paternoster Square|London|EC4M 7LS|,https://www.eventbrite.co.uk/e/business-relief-showcase-2020-london-tickets-85472786405?aff=ebdssbdestsearch,business,Free
Dare To Lead™,Tue| May 19| 09:00,tbc|Central London|,https://www.eventbrite.co.uk/e/dare-to-leadtm-tickets-74008755179?aff=ebdssbdestsearch,business,From £1|125.23
Europe Canna Expo London,Fri| Jun 26| 09:00,ExCeL London|1 Western Gateway|London|E16 1XL|,https://www.eventbrite.co.uk/e/europe-canna-expo-london-tickets-76529665289?aff=ebdssbdestsearch,business,From £16.76
Advanced social media marketing for brands,Tue| Apr 21| 18:30,The Guardian • London,https://www.eventbrite.co.uk/e/advanced-social-media-marketing-for-brands-tickets-86312869115?aff=ebdssbdestsearch,"business,science-and-tech",Check event for more detail
Women in Defence UK & RADA Status Masterclass,Thu| Apr 30| 17:30,RADA Studio Theatre|Chenies Street|WC1E 7EY|London|,https://www.eventbrite.co.uk/e/women-in-defence-uk-rada-status-masterclass-tickets-81703700969?aff=ebdssbdestsearch,business,From £27.54
SPEED NETWORKING- IWant2Network - Central London,Wed| Apr 29| 10:00,Davy's at Woolgate Bar and Brasserie|25 Basinghall Street|London|EC2V 5HA|,https://www.eventbrite.co.uk/e/speed-networking-iwant2network-central-london-tickets-82373217511?aff=ebdssbdestsearch,business,£13.37 - £18
Fundamentals of Oil and Gas Exploration and Production: London,Mon| Jul 20| 09:00,Hotel Novotel London West|1 Shortlands|Hammersmith|London|,https://www.eventbrite.co.uk/e/fundamentals-of-oil-and-gas-exploration-and-production-london-registration-96792909197?aff=ebdssbdestsearch,business,£3|540
The good| bad and ugly of running your own business | NatWest Seminar,Fri| Apr 24| 12:00 + 1 more event,London Job Show W12|Ariel Way|London|W12 7GF|,https://www.eventbrite.com/e/the-good-bad-and-ugly-of-running-your-own-business-natwest-seminar-tickets-86686797545?aff=ebdssbdestsearch,business,Free
RIBA London (London AM) - Equality| Diversity and Inclusion: policy| strate...,Thu| Jun 18| 10:00,RIBA|66 Portland Place|London|W1B 1AD|,https://www.eventbrite.co.uk/e/riba-london-london-am-equality-diversity-and-inclusion-policy-strategy-and-delivery-in-business-tickets-66564491185?aff=ebdssbdestsearch,business,£18 - £112.80
English UK Annual Conference & AGM 2020,Wed| May 13| 10:00,The Oval|Kennington Oval|London|SE11 5SS|,https://www.eventbrite.co.uk/e/english-uk-annual-conference-agm-2020-registration-66896434035?aff=ebdssbdestsearch,business,£165 - £225
DKUK Annual Summer Reception 2020,Thu| Jul 9| 18:30,Cholmondeley Room and Terrace| Black Rod's Garden Entrance| House of Lords|London|SW1A 0PW|,https://www.eventbrite.co.uk/e/dkuk-annual-summer-reception-2020-tickets-89982316531?aff=ebdssbdestsearch,"business,community",£30 - £63.34
Advanced Trauma Life Support (ATLS) - Chelsea and Westminster Hospital 1st ...,Thu| Oct 1| 08:00,Chelsea and Westminster Hospital|Fulham Road|London|SW10 9NH|,https://www.eventbrite.co.uk/e/advanced-trauma-life-support-atls-chelsea-and-westminster-hospital-1st-october-2020-tickets-59223407807?aff=ebdssbdestsearch,"business,health",Check event for more detail
